Category,Type,Brand Name,Size,Strength,Retailer margin,Round Off,Special Purpose Fee,MRP,Bottle/case,,,,,,,,,,,,,,,,
OS,Wine,CAMPO VIEJO RIOJA TEMPRANILLO,750  ml,13.5 %V/V,104.7,4.52,10,1615,12,,,,,,,,,,,,,,,,
OS,Wine,CAMPO VIEJO RIOJA VIURA TEMPRANILLO BLANCO,750  ml,13.5 %V/V,,,,1615,12,,,,,,,,,,,,,,,,
OS,Wine,Campoluce Organic Chianti,750  ml,,,,,2570,12,,,,,,,,,,,,,,,,
OS,Wine,CANTINE POVERO BARBERA D ASTI,750  ml,13 %V/V,130.74,1.57,10,2010,12,,,,,,,,,,,,,,,,
OS,Wine,CANTINE POVERO BARBERESCO BATU,750  ml,14.5 %V/V,340.09,1.41,10,5210,12,,,,,,,,,,,,,,,,
OS,Wine,CANTINE POVERO BAROLO PRIORE,750  ml,,,,,7010,12,,,,,,,,,,,,,,,,
OS,Wine,CANTINE POVERO CABANE LANGHE,750  ml,14 %V/V ,196.19,1.07,10,3010,12,,,,,,,,,,,,,,,,
OS,Wine,CANTINE POVERO MONFERRATO DOC DOLCETTO,750  ml,13 %V/V,134.67,1.44,10,2070,12,,,,,,,,,,,,,,,,
OS,Wine,CANTINE POVERO PIEMONTE DOC CHARDONNAY,750  ml,12.5 %V/V,134.67,1.44,10,2070,12,,,,,,,,,,,,,,,,
OS,Wine,CARACTERES MARGAUX BORDEAUX,750  ml,14 %V/V,500.45,0.24,10,7660,12,,,,,,,,,,,,,,,,
OS,Wine,Carlo Rossi California Red Smooth Red Wine,750  ml,,,,,1015,12,,,,,,,,,,,,,,,,
OS,Wine,Carlo Rossi California White Crisp White Wine,750  ml,,,,,1015,12,,,,,,,,,,,,,,,,
OS,Wine,"Casa Portuguesa, Portugal",750  ml,13 %V/V,123.57,1.14,10,1900,12,,,,,,,,,,,,,,,,
OS,Wine,CASA SOLAR TINTO,750  ml,12 %V/V -,88.97,0.07,10,1370,12,,,,,,,,,,,,,,,,
OS,Wine,Casamatta Rosso,750  ml,,,,,3480,12,,,,,,,,,,,,,,,,
OS,Wine,CAVICCHIOLI PROSECCO DOC EXTRA DRY,750  ml,11 %V/V,160.06,3.42,10,2460,12,,,,,,,,,,,,,,,,
OS,Wine,CAVICCHIOLI ROSE,750  ml,9.5 %V/V,161.32,4.06,10,2480,12,,,,,,,,,,,,,,,,
OS,Wine,CELLER d VIN DE FRANCE,750  ml,,,,,1310,12,,,,,,,,,,,,,,,,
IMFL,Wine,Chandon Brut,750  ml,12.5 %V/V,181.09,1.95,10,2780,12,,,,,,,,,,,,,,,,
IMFL,Wine,Chandon Brut Rose,750  ml,12.5 %V/V,181.09,1.95,10,2780,12,,,,,,,,,,,,,,,,
IMFL,Wine,Chandon Delice,750  ml,12.5 %V/V,181.09,1.95,10,2780,12,,,,,,,,,,,,,,,,
IMFL,Wine,CHANDON ROSE,750  ml,12.5 %V/V,181.09,1.95,10,2780,12,,,,,,,,,,,,,,,,
OS,Wine,CHARLES ROUX ROSE BRUT CUVEE,750  ml,11.5 %V/V,149.97,2.57,10,2305,12,,,,,,,,,,,,,,,,
OS,Wine,Chateau Beloeil Blanc,750  ml,,,,,2365,12,,,,,,,,,,,,,,,,
OS,Wine,Chateau Bonnet Red,750  ml,13.5 %V/V,174.65,0.3,10,2680,12,,,,,,,,,,,,,,,,
OS,Wine,Chateau Bonnet White,750  ml,12.5 %V/V,177.69,3.9,10,2730,12,,,,,,,,,,,,,,,,
OS,Wine,CHATEAU CHANTEMERLE MEDOC,750  ml,12.5 %V/V,238.05,1.22,10,3650,12,,,,,,,,,,,,,,,,
OS,Wine,CHATEAU COUCHEROY PESSAC LEOGNAN,750  ml,12.5 %V/V,290.45,0.24,10,4450,12,,,,,,,,,,,,,,,,
OS,Wine,CHATEAU DE MARJOLAINE BORDEAUX,750  ml,,,,,2585,12,,,,,,,,,,,,,,,,
OS,Wine,CHATEAU GOUMIN BORDEAUX,750  ml,12.5 %V/V,158.27,0.75,10,2430,12,,,,,,,,,,,,,,,,
OS,Wine,CHATEAU GOUMIN BORDEAUX ROSE,750  ml,,,,,2510,12,,,,,,,,,,,,,,,,
OS,Wine,"Chateau Goumin White, Bordeaux",750  ml,,,,,2290,12,,,,,,,,,,,,,,,,
OS,Wine,CHATEAU LA FREROTTE LALANDE DE POMEROL ROUGH,750  ml,14 %V/V ,260.96,1,10,4000,12,,,,,,,,,,,,,,,,
OS,Wine,"Chateau La Louviere, Pessac Leognan",750  ml,13.5 %V/V,549.49,0.72,10,8410,12,,,,,,,,,,,,,,,,
OS,Wine,Chateau Puy Boyrein Rouge,750  ml,,,,,3075,12,,,,,,,,,,,,,,,,
OS,Wine,Chateau Tour De Segur,750  ml,13 %V/V,300.23,0.81,10,4600,12,,,,,,,,,,,,,,,,
OS,Wine,Cinzano Prosecco,750  ml,11 %V/V,122.06,4.25,10,1880,12,,,,,,,,,,,,,,,,
OS,Wine,Cinzano Vermouth Rosso,750  ml,15 %V/V,113.51,4.87,10,1750,12,,,,,,,,,,,,,,,,
OS,Wine,CLOUDY BAY PINOT NOIR,750  ml,13.5 %V/V,324.79,0.42,10,4975,12,,,,,,,,,,,,,,,,
OS,Wine,Cloudy Bay Sauvignon Blanc,750  ml,13 %V/V,282.77,2.63,10,4335,12,,,,,,,,,,,,,,,,
OS,Wine,Col dOrcia Brunello di Montalcino,750  ml,14.5 %V/V,483.22,3.58,10,7400,12,,,,,,,,,,,,,,,,
OS,Wine,CONDESA DE LEGANZA ROSE,750  ml,12 %V/V ,120.99,0.64,10,1860,12,,,,,,,,,,,,,,,,
OS,Wine,CONO SUR RESERVA CABERNET SAUVIGNON,750  ml,,,,,1640,12,,,,,,,,,,,,,,,,
OS,Wine,CONO SUR RESERVA PINOT NOIR,750  ml,,,,,1405,12,,,,,,,,,,,,,,,,
OS,Wine,CONO SUR RESERVA UNOAKED CHARDONNAY,750  ml,,,,,1570,12,,,,,,,,,,,,,,,,
OS,Wine,Conosur Tocornal Merlot,750  ml,,,,,955,12,,,,,,,,,,,,,,,,
IMFL,Wine,DIA RED WINE SPARKLER,750  ml,8 %V/V,30.65,1.48,10,480,12,,,,,,,,,,,,,,,,
IMFL,Wine,DIA WHITE WINE SPARKLER,750  ml,8 %V/V,30.65,1.48,10,480,12,,,,,,,,,,,,,,,,
OS,Wine,DOMAINE DE LA RONCERAY SAINT - ESTEPHE ROUGE,750  ml,,,,,5390,12,,,,,,,,,,,,,,,,
OS,Wine,Don Darius Tempranillo,750  ml,13 %V/V,93.53,0.34,10,1440,12,,,,,,,,,,,,,,,,
OS,Wine,Durvillea Sauvignon Blanc,750  ml,13 %V/V,116.71,0.95,10,1795,12,,,,,,,,,,,,,,,,
OS,Wine,Early Dark Chateau Coutinel Fronton,750  ml,12.5 %V/V,135.31,1.67,10,2080,12,,,,,,,,,,,,,,,,
OS,Wine,Early Dark IGP Cabernet Merlot,750  ml,12 % V/V,109.46,1.88,10,1685,12,,,,,,,,,,,,,,,,
OS,Wine,Early Dark IGP Chardonnay,750  ml,12 % V/V,109.46,1.88,10,1685,12,,,,,,,,,,,,,,,,
OS,Wine,ELEPHANT IN THE ROOM JUMBO CHARDONNAY,375 ml,13.5 %V/V,50.74,4.45,10,790,24,,,,,,,,,,,,,,,,
OS,Wine,ELEPHANT IN THE ROOM PALATIAL PINOT NOIR,375 ml,13.5 %V/V,50.74,4.45,10,790,24,,,,,,,,,,,,,,,,
OS,Wine,Faustino I Gran Reserva Rioja,750  ml,13.5 %V/V,376.14,0.37,10,5760,12,,,,,,,,,,,,,,,,
OS,Wine,"Faustino VII Red, Rioja",187 ml,,,,,530,,,,,,,,,,,,,,,,,
OS,Wine,Ferraud & Fils Cotes Du Rohne,750  ml,14.5 %V/V,128.34,3.2,10,1975,12,,,,,,,,,,,,,,,,
OS,Wine,Folonari Chardonnay,750  ml,,,,,1555,12,,,,,,,,,,,,,,,,
OS,Wine,Folonari Chianti,750  ml,13 %V/V,136.98,1.24,10,2105,12,,,,,,,,,,,,,,,,
OS,Wine,Folonari Merlot,750  ml,12 %V/V,100.88,3.01,10,1555,12,,,,,,,,,,,,,,,,
OS,Wine,Folonari Montepulciano D Abruzzo,750  ml,12.5 %V/V,107.87,1.17,10,1660,12,,,,,,,,,,,,,,,,
OS,Wine,Folonari Nero D Avola Terre Siciliane,750  ml,,,,,1510,12,,,,,,,,,,,,,,,,
IMFL,Wine,Four Season Merlot Red Wine,750  ml,12.5 %V/V,41.88,4.85,10,655,12,,,,,,,,,,,,,,,,
IMFL,Wine,Four Seasons Barrique Reserve Oak Aged Shiraz Red Wine,750  ml,12.5 %V/V,74.12,2,10,1145,12,,,,,,,,,,,,,,,,
IMFL,Wine,Four Seasons Cabernet Sauvignon Red Wine,750  ml,12.5 %V/V,51.48,3.06,10,800,12,,,,,,,,,,,,,,,,
IMFL,Wine,Four Seasons Chenin Blanc White Wine,375 ml,12.5 %V/V,24.35,2.77,10,385,24,,,,,,,,,,,,,,,,
IMFL,Wine,Four Seasons Chenin Blanc White Wine,750  ml,12.5 %V/V,48.7,0.53,10,755,12,,,,,,,,,,,,,,,,
IMFL,Wine,Four Seasons Sauvignon Blanc White Wine,375 ml,12.5 %V/V,27.45,0.37,10,430,24,,,,,,,,,,,,,,,,
IMFL,Wine,Four Seasons Sauvignon Blanc White Wine,750  ml,12.5 %V/V,48.4,0.22,10,750,12,,,,,,,,,,,,,,,,
IMFL,Wine,Four Seasons Shiraz Red Wine,375 ml,12.5 %V/V,27.45,0.37,10,430,24,,,,,,,,,,,,,,,,
IMFL,Wine,Four Seasons Shiraz Red Wine,750  ml,12.5 %V/V,54.91,0.74,10,850,12,,,,,,,,,,,,,,,,
IMFL,Wine,FOUR SEASONS VINTNER'S RESERVE SELECT BARRELS CABERNET SHIRAZ,750  ml,14.5 %V/V,100.16,3.93,10,1545,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI SETTE,750  ml,13.5 %V/V,135.72,0.48,10,2085,12,,,,,,,,,,,,,,,,
IMFL,Wine,Fratelli Shiraz Rose,750  ml,12.5 %V/V,50.93,1.49,10,790,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CABERNET FRANC SHIRAZ,375 ml,12.5 %V/V,,,,470,24,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CABERNET FRANC SHIRAZ,750  ml,12.5 %V/V,60.15,0.63,10,930,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CABERNET SAUVIGNON,750  ml,12.5 %V/V,62.6,3.15,10,970,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CHARDONNAY,375 ml,12.5 %V/V,31.3,1.57,10,490,24,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CHARDONNAY,750  ml,12.5 %V/V,62.6,3.15,10,970,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CHENIN BLANC,375 ml,12.5 %V/V,,,,405,24,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CHENIN BLANC,750  ml,12.5 %V/V,51.54,2.12,10,800,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CLASSIC CHENIN,375 ml,12 %V/V,22.08,2.44,10,350,24,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CLASSIC CHENIN,750  ml,12 %V/V,44.17,4.87,10,690,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CLASSIC MARLOT,375 ml,12 %V/V,25.77,1.06,10,405,24,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CLASSIC MARLOT,750  ml,12 %V/V,51.54,2.12,10,800,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CLASSIC SHIRAZ,375 ml,12 %V/V,44.17,4.87,10,350,24,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES CLASSIC SHIRAZ,750  ml,12 %V/V,22.08,2.44,10,690,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES GRAN CUVEE BRUT SPARKLING,750  ml,12 %V/V,87.18,2.42,10,1345,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES MERLOT,750  ml,12.5 %V/V,68.75,4.14,10,1065,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES SANGIOVESE,750  ml,12.5 %V/V,68.75,4.14,10,1065,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES SANGIOVESE BIANCO,750  ml,12.5 %V/V,64.76,0.04,10,1000,12,,,,,,,,,,,,,,,,
IMFL,Wine,FRATELLI WINES SAUVIGNON BLANC,750  ml,12.5 %V/V,54.61,0.27,10,845,12,,,,,,,,,,,,,,,,
OS,Wine,Freixenet Cordon Negro Cava Brut,750  ml,11.5 %V/V,98.88,3.63,10,1525,12,,,,,,,,,,,,,,,,
OS,Wine,Frexinet Cordon Negro,750  ml,,,,10,1525,12,,,,,,,,,,,,,,,,
IMFL,Wine,Frizzano Italian Collection Bainco White Sparkling Wine,750  ml,11 %V/V,32.66,0.71,10,510,12,,,,,,,,,,,,,,,,
IMFL,Wine,Frizzano Italian Collection Forte Strong Sparkling Wine,750  ml,15.5 %V/V,32.66,0.71,10,510,12,,,,,,,,,,,,,,,,
IMFL,Wine,Frizzano Italian Collection Rosato Rose Sparkling Wine,750  ml,11 %V/V,32.66,0.71,10,510,12,,,,,,,,,,,,,,,,
IMFL,Wine,Frizzano Italian Collection Rosso Red Sparkling Wine,750  ml,11 %V/V,32.66,0.71,10,510,12,,,,,,,,,,,,,,,,
IMFL,Wine,Frizzano Sparkling Wine Semi Dry,750  ml,11 %V/V,54.5,1.99,10,845,12,,,,,,,,,,,,,,,,
OS,Wine,Frontera Merlot,750  ml,12 %V/V,85.6,1.48,10,1320,12,,,,,,,,,,,,,,,,
OS,Wine,Frontera Shiraz Wine,750  ml,12 %V/V,85.6,1.48,10,1320,12,,,,,,,,,,,,,,,,
IMFL,Wine,Goana's Premium Fortified Wine,750  ml,,,,,260,12,,,,,,,,,,,,,,,,
OS,Wine,Goana's Premium Wine,750  ml,,,,,260,12,,,,,,,,,,,,,,,,
IMFL,Wine,Golconda Premium Red wine,750  ml,,,,,295,12,,,,,,,,,,,,,,,,
IMFL,Wine,GOLCONDA PREMIUM SWEET RED WINE,750  ml,14 %V/V,18.63,0.28,10,295,12,,,,,,,,,,,,,,,,
OS,Wine,Golden Sparrow Chardonnay Rubicone IGT,750  ml,11.5 %V/V,98.64,2.25,10,1520,12,,,,,,,,,,,,,,,,
OS,Wine,Golden Sparrow Pinot Grigio Delle Venezie Wine,750  ml,12 %V/V,105.34,4.76,10,1625,12,,,,,,,,,,,,,,,,
OS,Wine,Golden Sparrow Sangiovese Rubicone IGT,750  ml,12 %V/V,92.12,1.93,10,1420,12,,,,,,,,,,,,,,,,
IMFL,Wine,Good Earth Antaraa Cabernet Shiraz Wine,750  ml,14 %V/V,60.37,2.19,10,935,12,,,,,,,,,,,,,,,,
IMFL,Wine,Good Earth Bella Shiraz Rose Wine,750  ml,13 %V/V,49.81,3.67,10,775,12,,,,,,,,,,,,,,,,
IMFL,Wine,Good Earth Blanca Chenin Blanc Wine,750  ml,13 %V/V,49.81,3.67,10,775,12,,,,,,,,,,,,,,,,
IMFL,Wine,Good Earth Bleu Shiraz Cabernet Wine,750  ml,13 %V/V,49.81,3.67,10,775,12,,,,,,,,,,,,,,,,
OS,Wine,Grand Sud IGP VDP Sauvignon Blanc,1000 ml,11.5 %V/V,141.23,1.23,10,2170,,,,,,,,,,,,,,,,,
OS,Wine,Grand Sud IGP VDP Syrah,1000 ml,12.5 %V/V,,,,2170,,,,,,,,,,,,,,,,,
OS,Wine,Grant Burge Cabernet gb51 Sauvignon Shiraz,750  ml,,,,,2045,12,,,,,,,,,,,,,,,,
OS,Wine,GRIMALDI BAROLO,750  ml,14.5 %V/V,402.75,3.68,10,6170,12,,,,,,,,,,,,,,,,
OS,Wine,Grove Ridge Cabernet Sauvignon,750  ml,13 %V/V,98.02,1.75,10,1510,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER ART COLLECTION CABERNET SHIRAZ,375 ml,14 %V/V,27.33,2.24,10,430,24,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER ART COLLECTION CABERNET SHIRAZ,750  ml,14 %V/V,,,,750,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER ART COLLECTION CHENIN BLANC,375 ml,13.5 %V/V,24.1,1.59,10,380,24,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER ART COLLECTION CHENIN BLANC,750  ml,13.5 %V/V,48.2,3.19,10,750,12,,,,,,,,,,,,,,,,
IMFL,Wine,Grover Art Collection Rose,750  ml,13.5 %V/V,48.2,3.19,10,750,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER ART COLLECTION SAUVIGNON BLANC,750  ml,14 %V/V,48.2,3.19,10,750,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER CABERNET SHIRAZ RESERVE COLLECTION,375 ml,14 %V/V,29.93,2.5,10,470,24,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER CABERNET SHIRAZ RESERVE COLLECTION,750  ml,14 %V/V,59.86,0,10,925,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER CHENE GRAND RESERVE - TEMPRANILLO,750  ml,14 %V/V,127.84,0.88,10,1965,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER CHENIN BLANC RESERVE COLLECTION,375 ml,13.5 %V/V,29.1,0.23,10,455,24,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER CHENIN BLANC RESERVE COLLECTION,750  ml,13.5 %V/V,58.19,0.46,10,900,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER LA RESERVE ICON BLANC WINE,750  ml,14 %V/V,80.02,1.89,10,1235,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER LA RESERVE ICON RED WINE,750  ml,14 %V/V,80.02,1.89,10,1235,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER SAUVIGNON BLANC RESERVE COLLECTION,750  ml,14 %V/V,55.22,0.9,10,855,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER SOIREE BRUT MAGNIFIQUE,750  ml,12.5 %V/V,87.45,3.2,10,1350,12,,,,,,,,,,,,,,,,
IMFL,Wine,GROVER VINEYARDS LA RESERVE,750  ml,14 %V/V,67.58,1.94,10,1045,12,,,,,,,,,,,,,,,,
OS,Wine,GUSTAVE LORENTZ PINOT NOIR RESERVE,750  ml,,,,,3700,12,,,,,,,,,,,,,,,,
OS,Wine,GUSTAVE LORENTZ RESERVE GEWURZTRAMINER,750  ml,,,,,3900,12,,,,,,,,,,,,,,,,
OS,Wine,GUSTAVE LORENTZ RIESLING RESERVE,750  ml,,,,,3300,12,,,,,,,,,,,,,,,,
OS,Wine,HAKUSHIKA JUNMAI DAIGINJO SAKE,300 ml,,,,,2840,24,,,,,,,,,,,,,,,,
OS,Wine,HAKUSHIKA KAON SAKE,720 ml,14.7 %V/V,211,4.78,10,3240,12,,,,,,,,,,,,,,,,
OS,Wine,HAKUTSURU AWAYUKI SPARKLING SAKE,300 ml,5.5 %V/V,97.96,2.55,10,1510,24,,,,,,,,,,,,,,,,
OS,Wine,Hakutsuru Excellent Junmai Sake,720 ml,15 %V/V,235.66,2.73,10,3615,12,,,,,,,,,,,,,,,,
OS,Wine,Hardys Stamp of Australia Cabernet Merlot,750  ml,,,,,1075,12,,,,,,,,,,,,,,,,
OS,Wine,Hardys Stamp of Australia Chardonnay Semillon,750  ml,,,,,935,12,,,,,,,,,,,,,,,,
OS,Wine,Hardys Stamp of Australia Shiraz Cabernet,750  ml,,,,,1040,12,,,,,,,,,,,,,,,,
OS,Wine,HAUT BATAILLEY VERSO PAUILLAC ROUGH,750  ml,14.5 %V/V,522.63,1.2,10,8000,12,,,,,,,,,,,,,,,,
OS,Wine,HOWLING WOLVES CABERNATO,750  ml,,153.95,1.73,10,2365,12,,,,,,,,,,,,,,,,
OS,Wine,HOWLING WOLVES RED CUB MERLOT,750  ml,,,,,2165,12,,,,,,,,,,,,,,,,
OS,Wine,HOWLING WOLVES WHITE CUB SEMILLION SAUVIGNON BLANC,750  ml,,140.93,0.84,10,2165,12,,,,,,,,,,,,,,,,
IMFL,Wine,J'NOON INDIA RED WINE,750  ml,,300.03,3.88,10,4600,12,,,,,,,,,,,,,,,,
OS,Wine,JACOBS CREEK CHARDONNAY PINOT NOIR SPARKLING WINE,750  ml,,,,,1485,12,,,,,,,,,,,,,,,,
OS,Wine,JACOBS CREEK CHARDONNAY PINOT NOIR DRY & CRISP,750  ml,,,,,1485,12,,,,,,,,,,,,,,,,
OS,Wine,Jacobs Creek Classic Cabernet Sauvignon Red Wine,750  ml,,,,,1100,12,,,,,,,,,,,,,,,,
OS,Wine,JACOBS CREEK CLASSIC CHARDONNAY,187 ml,,,,,340,,,,,,,,,,,,,,,,,
OS,Wine,JACOBS CREEK CLASSIC CHARDONNAY,750  ml,,71.28,0.47,10,1100,12,,,,,,,,,,,,,,,,
OS,Wine,JACOBS CREEK CLASSIC SHIRAZ CABERNET,187 ml,,,,,340,,,,,,,,,,,,,,,,,
OS,Wine,JACOBS CREEK CLASSIC SHIRAZ CABERNET,750  ml,,71.31,0.01,10,1100,12,,,,,,,,,,,,,,,,
OS,Wine,Jacobs Creek Merlot Red Wine,750  ml,,,,,1100,12,,,,,,,,,,,,,,,,
OS,Wine,JINRO CHAMISUL,360 ml,,,,,545,,,,,,,,,,,,,,,,,
OS,Wine,JUST ROBERTO CHARDONNAY,750  ml,,86.29,1.05,10,1330,12,,,,,,,,,,,,,,,,
OS,Wine,JUST ROBERTO CHIANTI,750  ml,,105.85,2.03,10,1630,12,,,,,,,,,,,,,,,,
OS,Wine,JUST ROBERTO MERLOT,750  ml,,,,,1330,12,,,,,,,,,,,,,,,,
OS,Wine,JUST ROBERTO PINOT GRIGIO,750  ml,,106.38,3.91,10,1640,12,,,,,,,,,,,,,,,,
OS,Wine,JUST ROBERTO PROSECCO,750  ml,,,,,2055,12,,,,,,,,,,,,,,,,
IMFL,Wine,KYRA PREMIUM RED WINE,375 ml,,,,,200,24,,,,,,,,,,,,,,,,
IMFL,Wine,KYRA PREMIUM RED WINE,750  ml,,24.51,0.33,10,385,12,,,,,,,,,,,,,,,,
IMFL,Wine,KYRA PREMIUM WHITE WINE,375 ml,,,,,200,24,,,,,,,,,,,,,,,,
IMFL,Wine,KYRA PREMIUM WHITE WINE,750  ml,,24.51,0.33,10,385,12,,,,,,,,,,,,,,,,
OS,Wine,LA TORRETTA PINOT GRIGIO BLUSH,750  ml,,117.68,1.13,10,1810,12,,,,,,,,,,,,,,,,
OS,Wine,LA VITE LUCENTE TOSCANA ROSSO ROUGE,750  ml,,437.66,0.12,10,6700,6,,,,,,,,,,,,,,,,
OS,Wine,Lancers Rose,750  ml,,104.55,1.84,10,1610,12,,,,,,,,,,,,,,,,
OS,Wine,Le Grand Noir Cabernet Sauvignon,750  ml,,,,,1315,12,,,,,,,,,,,,,,,,
OS,Wine,Le Grand Noir Chardonnay,750  ml,,,,,1130,12,,,,,,,,,,,,,,,,
OS,Wine,Le Grand Noir Gsm,750  ml,,,,,1295,12,,,,,,,,,,,,,,,,
OS,Wine,LE GRAND Pinot Noir,750  ml,,,,,1110,12,,,,,,,,,,,,,,,,
OS,Wine,LE VOLTE DELL ORNELLAIA TOSCANA ROSSO ROUGE,750  ml,,412.79,0.16,10,6320,6,,,,,,,,,,,,,,,,
OS,Wine,LES TERROIRS CHARDONNAY,750  ml,,,,,1975,12,,,,,,,,,,,,,,,,
OS,Wine,LES TERROIRS MERLOT,750  ml,,128.25,4.56,10,1975,12,,,,,,,,,,,,,,,,
OS,Wine,M.A.N Family Wines Padstal CHARDONNAY Coastal Region,750  ml,,,,,2845,12,,,,,,,,,,,,,,,,
IMFL,Wine,Madera Nashik Valley Red Wine,750  ml,,,,,345,12,,,,,,,,,,,,,,,,
IMFL,Wine,Madera Nashik Valley White Wine,750  ml,,,,,345,12,,,,,,,,,,,,,,,,
OS,Wine,Maison DU Sud Merlot,750  ml,,,,,1350,12,,,,,,,,,,,,,,,,
OS,Wine,Mannara Merlot Sicilia IGT,750  ml,,84.91,2.13,10,1310,12,,,,,,,,,,,,,,,,
OS,Wine,Martini Asti DOCG,750  ml,,,,,2270,12,,,,,,,,,,,,,,,,
OS,Wine,MARTINI BRUT,750  ml,,,,,1595,12,,,,,,,,,,,,,,,,
OS,Wine,Martini Extra Dry Torino,1000 ml,,,,,2070,,,,,,,,,,,,,,,,,
OS,Wine,Martini Prosecco,750  ml,,,,,2375,12,,,,,,,,,,,,,,,,
OS,Wine,MARTINI ROSE,750  ml,,,,,1605,12,,,,,,,,,,,,,,,,
OS,Wine,Mateus Rose,750  ml,,,,,1725,12,,,,,,,,,,,,,,,,
OS,Wine,Michele Chiarlo Barolo,750  ml,,522.39,4.92,10,8000,12,,,,,,,,,,,,,,,,
IMFL,Wine,MOSAIC RED WINE,750  ml,,51.09,3.99,10,795,12,,,,,,,,,,,,,,,,
IMFL,Wine,MOSAIC WHITE WINE,750  ml,,51.09,3.99,10,795,12,,,,,,,,,,,,,,,,
IMFL,Wine,MOSSO PEACH WINE,750  ml,,28.78,0.05,10,450,12,,,,,,,,,,,,,,,,
IMFL,Wine,MS CHARDONNAY/ SAUVIGNON BLANC,750  ml,,90.25,0.41,10,1390,12,,,,,,,,,,,,,,,,
IMFL,Wine,MS SANGIOVESE ROSE,750  ml,,90.25,0.41,10,1390,12,,,,,,,,,,,,,,,,
IMFL,Wine,MS SANGIOVESE/CABERNET FRANC/SYRAH,750  ml,,90.25,0.41,10,1390,12,,,,,,,,,,,,,,,,
OS,Wine,Mud House Sauvignon Blanc,750  ml,,,,,2370,12,,,,,,,,,,,,,,,,
IMFL,Wine,NASHIK PORT GOLD SWEET RED WINE,750  ml,,29.88,3.34,10,470,12,,,,,,,,,,,,,,,,
OS,Wine,Nederberg Sauvignon Blanc,750  ml,,,,,2030,12,,,,,,,,,,,,,,,,
OS,Wine,Nederburg Shiraz Wine,750  ml,,,,,2035,12,,,,,,,,,,,,,,,,
IMFL,Wine,NOI SPARKLING,750  ml,,72.11,2.76,10,1115,12,,,,,,,,,,,,,,,,
IMFL,Wine,NOI SPARKLING ROSE,750  ml,,72.11,2.76,10,1115,12,,,,,,,,,,,,,,,,
IMFL,Wine,Noi SPRITZER CLASSICO,250  ml,,9.6,3.2,10,160,24,,,,,,,,,,,,,,,,
OS,Wine,"Officium, Brunello di Montalcino",750  ml,,561.96,0.12,10,8600,12,,,,,,,,,,,,,,,,
IMFL,Wine,ONE TREE HILL MULLED WINE,375 ml,,23.22,0.02,10,365,24,,,,,,,,,,,,,,,,
IMFL,Wine,ONE TREE HILL MULLED WINE,750  ml,,46.45,0.05,10,720,12,,,,,,,,,,,,,,,,
OS,Wine,P.Ferraud & Fils Beaujolais Villages les Merrains,750  ml,,133.31,2.34,10,2050,12,,,,,,,,,,,,,,,,
OS,Wine,P.Ferraud & Fils IGP Merlot IGP,750  ml,,122.79,3.02,10,1890,12,,,,,,,,,,,,,,,,
OS,Wine,"Parallele 45, Cotes Du Rhone AOC",750  ml,,,,,2940,12,,,,,,,,,,,,,,,,
OS,Wine,Paul Jaboulet Aine Chteauneuf du Pape,750  ml,,,,,10010,12,,,,,,,,,,,,,,,,
OS,Wine,Periquita,750  ml,,,,,1930,12,,,,,,,,,,,,,,,,
IMFL,Wine,Port Wine 1000,750  ml,,18.88,1.38,10,300,12,,,,,,,,,,,,,,,,
